,Cherry,Mango,Banana,Guava,Litchi,Wastage
3372,40661,12777,43438,44747,16284,6323
3373,20248,49546,36724,24614,38623,27452
3374,24896,34256,44220,31885,39095,44160
3375,12673,17261,48400,30794,42452,14433
3376,31452,45847,16039,38111,46082,29755
3377,19081,22318,23268,28354,33390,46056
3378,35833,25823,31084,48184,5803,11177
3379,34575,14532,25743,40026,49324,42981
3380,25964,10862,20681,24331,12442,46490
3381,9287,27871,36790,31253,5224,6875
3382,37716,28896,40025,15552,16860,18629
3383,32231,26174,13050,34755,7881,18804
3384,5464,27892,32477,10412,46011,31154
3385,16660,37112,3716,5684,34707,12063
3386,45072,7270,6543,9831,18723,42427
3387,44381,25854,13999,6253,32322,41287
3388,21802,42775,12126,16044,21056,40596
3389,21407,44606,11966,11039,36711,34016
3390,28629,46918,1899,24447,21414,37904
3391,21195,37579,10599,42203,19582,25211
3392,21345,5751,23926,28512,13414,38656
3393,48987,39372,49634,12833,29790,17760
3394,33046,13441,44645,9430,21276,10475
3395,17578,45819,12008,22823,14409,47824
3396,36058,36898,46644,29296,27387,19540
3397,41050,26636,45627,36083,20492,47963
3398,8438,42287,37755,48173,23657,9817
3399,43820,21000,34185,16519,13925,21706
3400,22945,27955,48474,39283,15793,21008
3401,20446,14712,4332,46225,10779,27534
3402,21849,46819,20095,30352,41466,15342
3403,10708,19982,22365,39584,12183,32491
3404,16059,24352,33097,23359,41696,22182
3405,10229,17713,46534,38774,34238,21247
3406,23827,43462,18787,45634,9140,27889
3407,33421,48963,1978,29955,17110,43468
3408,36829,8353,34461,35157,8417,35258
3409,23730,32395,31974,40706,46128,37345
3410,27432,35143,45126,44701,22884,47305
3411,14856,36649,38719,44943,36624,24634
3412,16869,28667,33526,45115,34412,13349
3413,43501,45052,37221,17592,43782,14692
3414,34887,24148,45655,33284,6389,27732
3415,38795,49923,30983,15106,34715,10547
3416,39358,13779,41778,40992,20843,20681
3417,12161,9767,47142,14698,30174,40803
3418,26051,30372,8616,46207,36981,10976
3419,8571,17854,19005,7599,44416,19619
3420,40323,40169,5656,35847,29164,34667
3421,26857,48003,33340,6516,7798,36932
3422,39048,10417,44077,23170,35988,14644
3423,43007,7351,24060,23778,34059,37849
3424,9970,42787,16344,29766,47441,32565
3425,49263,24147,25637,36920,22466,22787
3426,5194,33247,1529,7588,21536,6954
3427,20314,21981,44741,13346,20830,33507
3428,27698,43265,19563,37642,8774,24506
3429,41363,42308,10457,23525,47631,14306
3430,5354,11474,49843,27155,26868,7805
3431,21953,33827,24330,34517,28362,37871
3432,36084,38872,9920,48161,36024,32903
3433,5281,19140,3824,7255,26678,25852
3434,14252,27289,27660,9593,46359,25531
3435,38336,27981,16626,38647,49834,43759
3436,6822,49485,3136,36790,5018,36301
3437,42281,43932,13431,21846,34799,12663
3438,42227,46910,8157,38733,17630,49652
3439,26208,21233,19451,23088,17288,40777
3440,25112,15698,47924,44568,23336,46684
3441,14883,48284,28362,22885,25640,42728
3442,46027,42897,7336,11240,49759,39975
3443,11280,38953,21049,39296,21831,22868
3444,15665,14208,49413,38618,17447,20609
3445,35773,30806,27759,37027,22022,8950
3446,40746,48498,37997,19291,43165,9424
3447,36330,36783,18191,34001,10067,34788
3448,44443,45307,48084,16626,14999,48597
3449,12014,49838,37813,17950,35219,43558
3450,28506,44396,49001,45345,5510,49157
3451,25840,20553,38906,8452,24516,29696
3452,13950,13768,3195,47014,10775,14619
3453,39076,47476,27749,6889,34113,12888
3454,23381,7179,46262,33474,34514,17326
3455,39154,7039,38620,44521,16107,26761
3456,13026,39159,37308,31741,16041,13391
3457,11837,15070,17311,43878,24656,47233
3458,41340,22583,6646,5285,8142,28032
3459,17798,25970,10190,9110,18728,21194
3460,28123,19499,33184,34716,37225,8668
3461,38088,11348,36097,12046,28178,25712
3462,47014,16707,26316,20068,20177,44547
3463,11248,42078,49866,16315,37939,36587
3464,42983,44955,47043,21520,37291,41191
3465,20116,14495,43388,8519,26602,44193
3466,16904,43525,22545,33016,15615,23881
3467,9588,43630,27210,15642,48162,47132
3468,21354,23007,3632,45989,20345,38790
3469,33932,26988,14026,29863,31559,26662
3470,46994,10409,11870,11890,22052,13133
3471,16028,48942,14039,22340,7998,32365
3472,23662,25927,22768,19120,37053,41354
3473,30976,40026,16251,29343,42502,38826
3474,41616,11777,18174,19175,19772,11508
3475,24095,22634,26133,23597,48623,22307
3476,26732,13861,46002,25901,19422,25484
3477,42505,32715,44200,49812,29286,16507
3478,22041,19587,29411,26332,26207,7461
3479,7043,33904,43431,49042,23311,46357
3480,9772,11122,14072,20983,45352,46959
3481,36469,12109,49532,44071,42940,48192
3482,47665,40557,25578,8487,49005,37285
3483,20554,12865,40401,33649,28269,7212
3484,26472,41860,36346,7616,16592,24235
3485,14625,14660,16578,17047,48828,35706
3486,43462,47214,49347,22044,12594,31964
3487,20775,10111,44805,47739,39581,12409
3488,20631,18734,785,39135,27088,17665
3489,5355,42776,48015,26155,25995,45669
3490,48917,17548,33798,6403,9903,19883
3491,42898,32680,30514,46373,20452,48064
3492,21274,38851,43950,10488,44230,49222
3493,26641,10742,34680,6429,17378,6482
3494,47401,29701,46646,25023,29025,32439
3495,37799,28324,26187,8296,28818,47712
3496,38833,21049,12170,47510,39193,11845
3497,39585,43405,46820,5897,20097,29504
3498,6261,7143,18750,39415,39414,11562
3499,23935,33827,30593,35617,47446,14431
3500,41701,43455,4729,29067,37501,34380
3501,34702,13115,42671,13575,8181,23627
3502,43300,34080,48838,16017,23117,5771
3503,26642,8674,46808,40925,29619,41967
3504,35392,49007,33036,13122,19692,42452
3505,29433,32097,7984,26425,9275,36009
3506,12104,27630,34446,25934,32764,28292
3507,17425,24585,18384,28761,28146,41734
3508,43665,27099,2169,38349,26852,17973
3509,20553,22116,6471,40615,37759,31707
3510,45549,41498,21211,43219,48369,44514
3511,11017,18621,42469,28116,15720,12447
3512,33126,40106,7190,12578,23839,7477
3513,22177,31685,11771,11596,34733,32378
3514,30939,27792,34045,41138,42143,24059
3515,19601,34557,34486,9236,16863,49570
3516,28257,9902,685,9105,15435,23278
3517,14801,41388,23231,40071,21623,38008
3518,6365,27603,26692,36941,42222,44036
3519,25725,17454,4471,22162,10032,42471
3520,20317,32354,46644,33906,9567,21863
3521,25599,19662,33712,18896,25488,21236
3522,33836,40152,40446,25917,25720,40808
3523,12403,39628,23081,34847,11928,31626
3524,28846,45301,31864,23018,5210,49388
3525,21042,30177,23838,17164,40225,47169
3526,22938,45624,45811,6465,10933,43746
3527,42668,42559,41098,26060,29353,43371
3528,19841,24920,12840,30291,42837,39052
3529,49823,19173,42046,41172,13750,45951
3530,36507,33040,32194,31028,30086,16774
3531,41894,10053,8607,25021,11436,37306
3532,8796,17597,17646,27332,47887,25608
3533,44422,19153,9502,7238,18131,36637
3534,7609,9222,30476,13789,16686,14750
3535,24511,33725,47285,39874,19261,5530
3536,40787,7798,4965,16876,14327,39943
3537,26417,11268,24498,18911,11196,31475
3538,8851,39390,41008,37618,21029,10737
3539,36260,19019,40578,31891,33054,32434
3540,21708,42578,22026,17777,32346,24382
3541,21125,46610,4914,8761,10072,39654
3542,47523,38372,24619,33448,42029,29599
3543,49284,24429,7971,29905,35277,36808
3544,28646,40583,47641,33900,28726,41177
3545,21535,26653,19890,47837,26863,48246
3546,12943,41910,47333,7903,22332,27836
3547,39013,28406,34600,38741,36601,28740
3548,38920,44502,34049,27540,23949,38319
3549,27481,31200,21407,40631,35172,24845
3550,43021,35450,11353,34992,42372,32630
3551,44855,32321,11572,40652,27633,17083
3552,44376,35140,39320,46685,9444,22531
3553,17126,19398,2153,13950,23798,43698
3554,16998,19067,16041,24045,34262,39156
3555,18959,17444,39903,22119,12061,35161
3556,21521,35602,48409,21951,6582,17517
3557,41880,40140,31523,12791,37320,10248
3558,45795,24325,1025,42263,36668,38213
3559,21884,5278,11903,43190,19834,31187
3560,45160,11372,6292,49477,9067,17530
3561,37531,40808,4389,41823,14494,12852
3562,29572,37700,39093,23172,37544,36791
3563,27001,32702,3372,29541,21668,30415
3564,12508,34304,42535,48006,11608,17303
3565,25063,22541,37102,21478,47172,48723
3566,37738,43766,48540,10693,41476,41983
3567,6551,33779,47960,36047,29524,46934
3568,11878,40203,6705,29806,38926,10750
3569,38385,49424,23217,44913,39209,25496
3570,6106,31634,24089,7823,19367,48930
3571,6711,32966,25786,10426,37375,38565
3572,17489,11392,13350,35507,44720,25294
3573,31963,33625,31085,9860,9929,36595
3574,41087,14392,15314,15665,49766,9441
3575,9965,6243,27576,5836,22159,20466
3576,46303,36877,31170,20273,33560,33661
3577,46146,31015,7977,7553,46762,6760
3578,7897,24810,21125,8549,49137,12613
3579,31443,31722,17410,36915,13735,16148
3580,49808,32392,14921,31040,48724,25109
3581,18537,16468,46158,13982,26629,19300
3582,29746,18885,28495,28722,8273,40190
3583,13239,36506,16782,22165,27132,44108
3584,27344,17590,37730,40101,22684,45962
3585,14744,10618,18387,44239,20240,43965
3586,10652,14577,24561,36127,21394,19070
3587,29594,15424,42742,14186,28489,39996
3588,12070,40808,9338,36402,36292,17006
3589,28688,9221,9205,7740,31720,22291
3590,31494,24135,24978,27299,43467,27042
3591,6915,15600,47128,31052,34228,5310
3592,25989,43706,5185,49116,48670,18184
3593,25873,9863,38288,36231,47069,10298
3594,20727,15037,42005,40676,42216,11661
3595,44103,42705,1535,38955,45996,43072
3596,28635,24805,6459,11638,27682,7314
3597,17500,12338,36581,44494,36945,11776
3598,30733,47422,36676,36936,13252,38814
3599,27493,9463,752,48254,18078,29570
